0.296296296	0.625	1
0.222222222	0.416666667	1
0.148148148	0.5	1
0.111111111	0.458333333	1
0.259259259	0.666666667	1
0.407407407	0.791666667	1
0.111111111	0.583333333	1
0.259259259	0.583333333	1
0.037037037	0.375	1
0.222222222	0.458333333	1
0.407407407	0.708333333	1
0.185185185	0.583333333	1
0.185185185	0.416666667	1
0	0.416666667	1
0.555555556	0.833333333	1
0.518518519	1	1
0.407407407	0.791666667	1
0.296296296	0.625	1
0.518518519	0.75	1
0.296296296	0.75	1
0.407407407	0.583333333	1
0.296296296	0.708333333	1
0.111111111	0.666666667	1
0.296296296	0.541666667	1
0.185185185	0.583333333	1
0.259259259	0.416666667	1
0.259259259	0.583333333	1
0.333333333	0.625	1
0.333333333	0.583333333	1
0.148148148	0.5	1
0.185185185	0.458333333	1
0.407407407	0.583333333	1
0.333333333	0.875	1
0.444444444	0.916666667	1
0.222222222	0.458333333	1
0.259259259	0.5	1
0.444444444	0.625	1
0.222222222	0.458333333	1
0.037037037	0.416666667	1
0.296296296	0.583333333	1
0.259259259	0.625	1
0.074074074	0.125	1
0.037037037	0.5	1
0.259259259	0.625	1
0.296296296	0.75	1
0.518518519	0.333333333	0
0.740740741	0.541666667	0
0.222222222	0.166666667	0
0.851851852	0.375	0
0.333333333	0.291666667	0
0.259259259	0	0
0.592592593	0.416666667	0
0.62962963	0.083333333	0
0.666666667	0.375	0
0.481481481	0.375	0
0.888888889	0.458333333	0
0.481481481	0.416666667	0
0.555555556	0.291666667	0
0.703703704	0.083333333	0
0.481481481	0.208333333	0
0.592592593	0.5	0
0.666666667	0.333333333	0
0.740740741	0.208333333	0
0.666666667	0.333333333	0
0.777777778	0.375	0
0.851851852	0.416666667	0
0.925925926	0.333333333	0
0.888888889	0.416666667	0
0.62962963	0.375	0
0.518518519	0.25	0
0.444444444	0.166666667	0
0.444444444	0.166666667	0
0.555555556	0.291666667	0
0.62962963	0.291666667	0
0.407407407	0.416666667	0
0.62962963	0.583333333	0
0.888888889	0.458333333	0
0.740740741	0.125	0
0.481481481	0.416666667	0
0.444444444	0.208333333	0
0.444444444	0.25	0
0.666666667	0.416666667	0
0.555555556	0.25	0
0.259259259	0.125	0
0.481481481	0.291666667	0
0.518518519	0.416666667	0
0.518518519	0.375	0
0.703703704	0.375	0
0.296296296	0.208333333	0
0.518518519	0.333333333	0
