0.435897436	0.266666667	1
0.384615385	0.333333333	1
0.487179487	0.333333333	1
0.256410256	0.2	1
0.41025641	0.333333333	1
0.384615385	0.2	1
0.435897436	0.4	1
0.076923077	0	1
0.41025641	0.2	1
0.230769231	0.266666667	1
0.128205128	0	1
0.307692308	0.333333333	1
0.256410256	0	1
0.435897436	0.266666667	1
0.153846154	0.2	1
0.358974359	0.266666667	1
0.384615385	0.333333333	1
0.282051282	0	1
0.384615385	0.333333333	1
0.230769231	0.066666667	1
0.461538462	0.533333333	1
0.256410256	0.2	1
0.487179487	0.333333333	1
0.435897436	0.133333333	1
0.333333333	0.2	1
0.358974359	0.266666667	1
0.461538462	0.266666667	1
0.512820513	0.466666667	1
0.384615385	0.333333333	1
0.128205128	0	1
0.205128205	0.066666667	1
0.179487179	0	1
0.230769231	0.133333333	1
0.538461538	0.4	1
0.384615385	0.333333333	1
0.384615385	0.4	1
0.435897436	0.333333333	1
0.358974359	0.2	1
0.282051282	0.2	1
0.256410256	0.2	1
0.358974359	0.133333333	1
0.41025641	0.266666667	1
0.256410256	0.133333333	1
0.076923077	0	1
0.307692308	0.2	1
0.923076923	0.733333333	0
0.384615385	0.466666667	0
0.846153846	0.533333333	0
0.717948718	0.533333333	0
0.794871795	1	0
0.538461538	0.666666667	0
0.58974359	0.6	0
0.641025641	0.733333333	0
0.512820513	0.666666667	0
0.538461538	0.933333333	0
0.58974359	0.866666667	0
0.641025641	0.533333333	0
0.948717949	0.8	0
1	0.866666667	0
0.512820513	0.333333333	0
0.692307692	0.866666667	0
0.487179487	0.666666667	0
0.948717949	0.666666667	0
0.487179487	0.533333333	0
0.692307692	0.733333333	0
0.769230769	0.533333333	0
0.461538462	0.533333333	0
0.487179487	0.533333333	0
0.666666667	0.733333333	0
0.717948718	0.4	0
0.794871795	0.6	0
0.871794872	0.666666667	0
0.666666667	0.8	0
0.538461538	0.333333333	0
0.666666667	0.266666667	0
0.794871795	0.866666667	0
0.666666667	0.933333333	0
0.641025641	0.533333333	0
0.461538462	0.533333333	0
0.615384615	0.733333333	0
0.666666667	0.933333333	0
0.538461538	0.866666667	0
0.538461538	0.6	0
0.743589744	0.866666667	0
0.692307692	1	0
0.564102564	0.866666667	0
0.512820513	0.6	0
0.564102564	0.666666667	0
0.615384615	0.866666667	0
0.538461538	0.533333333	0
